Rank,OG_Index,Word,Score
24547,18812,deplume,4.4
24548,9459,stable,4.4
24549,3634,cerise,4.4
24550,16671,landlocked,4.4
24551,24083,drippiness,4.4
24552,16779,granulating,4.4
24553,12285,densely,4.4
24554,3144,commodity,4.4
24555,18322,car park,4.4
24556,2871,arranged,4.4
24557,11071,depression,4.4
24558,5553,outgoing,4.4
24559,8777,phenomenon,4.4
24560,13274,cabaret,4.4
24561,973,finished,4.4
24562,12282,metropolis,4.4
24563,23425,meatpacker,4.4
24564,24563,reek,4.4
24565,27908,sempiternal,4.4
24566,14760,sputter,4.4
24567,22836,hard worker,4.4
24568,11992,paid,4.4
24569,21820,bloodrelated,4.4
24570,19152,locoweed,4.4
24571,28100,crape,4.4
24572,2368,undaunted,4.5
24573,872,messages,4.5
24574,870,receptors,4.5
24575,2240,nonsense,4.5
24576,1850,park,4.5
24577,869,touched,4.5
24578,875,release,4.5
24579,1858,twice,4.5
24580,2281,complexion,4.5
24581,2193,ups,4.5
24582,2568,discpline,4.5
24583,1859,row,4.5
24584,2443,trusting,4.5
24585,877,endorphins,4.5
24586,1003,types,4.5
24587,2389,required,4.5
24588,710,tells,4.5
24589,133,disappoints,4.5
24590,2208,accomplish,4.5
24591,2477,thoughtless,4.5
24592,1004,binary,4.5
24593,552,helping,4.5
24594,176,impatient,4.5
24595,2590,choice,4.5
24596,876,chemicals,4.5
24597,2582,behave,4.5
24598,2489,negligent,4.5
24599,2145,nara,4.5
24600,2194,downs,4.5
24601,592,oaken,4.5
24602,2589,wise,4.5
24603,24791,untoward,4.5
24604,17794,smolders,4.5
24605,10871,mouldy,4.5
24606,26381,strontianite,4.5
24607,9636,depended,4.5
24608,18326,secale cereale,4.5
24609,21170,pigheadedly,4.5
24610,14082,habitation,4.5
24611,17743,demonstration,4.5
24612,14118,ties,4.5
24613,6096,usability,4.5
24614,23711,prelim,4.5
24615,10111,places,4.5
24616,8901,skull,4.5
24617,2853,confused,4.5
24618,13695,stain,4.5
24619,15463,infernal region,4.5
24620,23015,puckish,4.5
24621,15467,nether region,4.5
24622,7911,reversed,4.5
24623,13058,perceiving,4.5
24624,25504,manful,4.5
24625,13169,domesticate,4.5
24626,19724,kidnap,4.5
24627,17099,burnished,4.5
24628,21333,phellem,4.5
24629,24444,pettish,4.5
24630,18188,pridefulness,4.5
24631,11986,postage stamp,4.5
24632,8774,periodic,4.5
24633,14685,scamp,4.5
24634,14754,disorganized,4.5
24635,194,true,4.5
24636,7921,turning,4.5
24637,20625,swarm,4.5
24638,13299,infected,4.5
24639,21329,bottle cork,4.5
24640,18538,fellowship,4.5
24641,24130,drub,4.5
24642,5523,fascinating,4.5
24643,23214,milled,4.5
24644,24125,mouselike,4.5
24645,18560,synthetic,4.5
24646,2656,electrical,4.5
24647,8911,trough,4.5
24648,24131,thrash,4.5
24649,26509,trave,4.5
24650,3172,flock,4.5
24651,6186,guidelines,4.5
24652,15487,netherworld,4.5
24653,12277,go under,4.5
24654,15242,goodly,4.5
24655,1580,difficulty,4.5
24656,2856,clarity,4.5
24657,13298,risk of infection,4.5
24658,3386,devices,4.5
24659,16525,auspicious,4.5
24660,1820,knees,4.5
24661,15096,lingua,4.5
24662,10695,wreak,4.5
24663,19723,abduct,4.5
24664,22593,lemonflavored,4.5
24665,2682,gasoline,4.5
24666,23170,wiggle,4.5
24667,19072,antecedence,4.5
24668,3007,towards,4.5
24669,21986,entreat,4.5
24670,12918,tenor,4.5
24671,26500,clean up,4.5
24672,2660,constrict,4.5
24673,3085,region,4.5
24674,18554,candle flame,4.5
24675,16893,protuberance,4.5
24676,9681,notify,4.5
24677,19151,green goddess,4.5
24678,20969,toughie,4.5
24679,7954,improper,4.5
24680,10788,arouse,4.5
24681,17038,in front,4.5
24682,18960,writhe,4.5
24683,6097,ephemeral,4.5
24684,3134,steep,4.5
24685,27326,ptyalise,4.5
24686,27223,punting,4.5
24687,8909,cattle,4.5
24688,2995,bait,4.5
24689,26561,comeon,4.5
24690,11994,crush,4.5
24691,12348,savoirfaire,4.5
24692,6416,cars,4.5
24693,18537,xi,4.5
24694,17884,payable,4.5
24695,27970,camping area,4.5
24696,12047,treaty,4.5
24697,21227,closing off,4.5
24698,22834,buckle down,4.5
24699,20632,pesterer,4.5
24700,2828,rugged,4.5
24701,15919,adorable,4.5
24702,22249,cloudy,4.5
24703,24129,clobber,4.5
24704,24485,generated,4.5
24705,21831,blessing,4.5
24706,27971,camping ground,4.5
24707,19443,utah,4.5
24708,22427,perquisite,4.5
24709,15241,goodish,4.5
24710,26560,chimney,4.5
24711,3414,supervisory,4.5
24712,27335,monish,4.5
24713,22426,exclusive right,4.5
24714,9358,tune,4.5
24715,7731,retire,4.5
24716,26948,reflexion,4.5
24717,5114,centre,4.5
24718,20186,utility,4.5
24719,14822,undistorted,4.5
24720,12349,forwardlooking,4.5
24721,2877,mildly,4.5
24722,19865,submerge,4.5
24723,22035,mackerel,4.5
24724,2872,upset,4.5
24725,26817,avariciously,4.5
24726,11990,stuck,4.5
24727,15475,pericarp,4.5
24728,14875,brace,4.5
24729,11863,dramatic play,4.5
24730,12692,snatch,4.5
24731,21352,celibate,4.5
24732,8768,sequence,4.5
24733,12350,in advance,4.5
24734,14879,structural,4.5
24735,27030,howitzer,4.5
24736,20182,inflame,4.5
24737,1930,planet,4.5
24738,18815,perpetrate,4.5
24739,17989,sum of money,4.5
24740,4,themselves,4.5
24741,22100,catastrophe,4.5
24742,20676,faso,4.5
24743,2874,afflicted,4.5
24744,27982,chadic,4.5
24745,14752,unintelligible,4.5
24746,3640,valuable,4.5
24747,20703,southwesterly,4.5
24748,14225,cordate,4.5
24749,17879,befool,4.5
24750,6094,contextual,4.5
24751,8586,coping,4.5
24752,12494,bullet train,4.5
24753,14813,taxonomic,4.5
24754,2172,count,4.5
24755,17039,forrader,4.5
24756,8781,repeated,4.5
24757,19005,tolerated,4.5
24758,12312,unshaken,4.5
24759,22127,idaho,4.5
24760,16224,armorial bearing,4.5
24761,5098,exhibition,4.5
24762,7912,thwarting,4.5
24763,18959,wriggle,4.5
24764,11842,diddle,4.5
24765,14224,jump,4.5
24766,24211,chum salmon,4.5
24767,12270,unbounded,4.5
24768,20163,sassing,4.5
24769,18958,wrestle,4.5
24770,27281,obscureness,4.5
24771,9380,prophet,4.5
24772,24803,teachable,4.5
24773,22520,clay sculpture,4.5
24774,21386,punt,4.5
24775,16888,pulverize,4.5
24776,8914,campsite,4.5
24777,26559,keg,4.5
24778,13300,run a risk,4.5
24779,25749,letter writer,4.5
24780,8604,limitless,4.5
24781,15606,athletes,4.5
24782,7188,environment,4.5
24783,9305,surround,4.5
24784,21311,stud,4.5
24785,25506,manly,4.5
24786,16025,wings,4.5
24787,22757,unironed,4.5
24788,27015,involuntariness,4.5
24789,18298,songlike,4.5
24790,14681,scalawag,4.5
24791,9133,rebuke,4.5
24792,12347,worldly,4.5
24793,13057,looking at,4.5
24794,8810,disceptation,4.5
24795,8811,disputation,4.5
24796,7751,returned,4.5
24797,14740,racist,4.5
24798,8510,impressive,4.5
24799,9471,buds,4.5
24800,25637,side arm,4.5
24801,3598,wrongdoing,4.5
24802,21812,kinsperson,4.5
24803,21817,tribe,4.5
24804,12333,waterwashed,4.5
24805,7757,surgical,4.5
24806,25250,cameroun,4.5
24807,7263,preliterate,4.5
24808,15240,salubrious,4.5
24809,24133,hearts,4.5
24810,23658,donkeywork,4.5
24811,10259,bat,4.5
24812,14689,muck about,4.5
24813,24440,fractious,4.5
24814,25600,hushed,4.5
24815,9774,broker,4.5
24816,10438,disruptively,4.5
24817,14883,squarerigged,4.5
24818,26757,carthaginians,4.5
24819,13562,ad,4.5
24820,19922,luke,4.5
24821,2710,opening,4.5
24822,23533,poetise,4.5
24823,3415,meters,4.5
24824,25753,pressman,4.5
24825,14675,fairies,4.5
24826,2661,carburetor,4.5
24827,16714,sportsmanship,4.5
24828,7906,perverse,4.5
24829,19870,batsman,4.5
24830,8779,recurring,4.5
24831,2645,circuits,4.5
24832,9684,rede,4.5
24833,16891,boss,4.5
24834,26644,deepening,4.5
24835,22921,sess,4.5
24836,26502,square away,4.5
24837,27283,reconditeness,4.5
24838,22522,moulding,4.5
24839,20600,banquets,4.5
24840,1275,behavior,4.5
24841,15466,abode,4.5
24842,15238,good for you,4.5
24843,9026,collar,4.5
24844,2224,mali,4.5
24845,28101,crinkled,4.5
24846,10258,poured,4.5
24847,8594,halfbaked,4.5
24848,8808,helm,4.5
24849,2840,narrow,4.5
24850,20048,pockets,4.5
24851,15483,refueled,4.5
24852,3298,cakes,4.5
24853,11033,ivory,4.5
24854,13301,take a chance,4.5
24855,20599,cater,4.5
24856,19141,fume,4.5
24857,20603,plywood,4.5
24858,20161,backtalk,4.5
24859,14609,pervading,4.5
24860,11804,mexico,4.5
24861,24080,meagerness,4.5
24862,11145,life story,4.5
24863,2986,magazine,4.5
24864,19144,pests,4.5
24865,13079,syllables,4.5
24866,13059,looking for,4.5
24867,23630,smooth out,4.5
24868,18191,plume,4.5
24869,15510,automaton,4.5
24870,15600,oral fissure,4.5
24871,18842,tricksy,4.5
24872,11135,tranquility,4.5
24873,23535,poetize,4.5
24874,27985,tree trunk,4.5
24875,2634,sustain,4.5
24876,11248,missing,4.5
24877,27143,ratty,4.5
24878,11143,biography,4.5
24879,2686,insufficient,4.5
24880,23420,lizard,4.5
24881,20486,correspondent,4.5
24882,24398,indefensible,4.5
24883,3616,swelling,4.5
24884,15092,clapper,4.5
24885,18841,sly,4.5
24886,23013,implike,4.5
24887,15444,allude,4.5
24888,9679,apprize,4.5
24889,16713,sportsmanlike,4.5
24890,11857,reproduces,4.5
24891,20174,forevermore,4.5
24892,21924,centrifugal,4.5
24893,10979,appreciation,4.5
24894,15283,stage business,4.5
24895,10978,recognise,4.5
24896,24789,muck,4.5
24897,27033,shells,4.5
24898,19156,sens,4.5
24899,28034,raspberry,4.5
24900,27166,frosty,4.5
24901,6092,integrated,4.5
24902,18839,garbage,4.5
24903,17496,installment,4.5
24904,9111,curl,4.5
24905,9027,harness,4.5
24906,21833,embrocate,4.5
24907,16884,stomp,4.5
24908,20181,fire up,4.5
24909,10251,spacing,4.5
24910,10435,bargaining,4.5
24911,18552,tan,4.5
24912,20717,kink,4.5
24913,17857,southwestern,4.5
24914,24564,vapour,4.5
24915,15244,sizable,4.5
24916,10061,grinning,4.5
24917,24584,boundless,4.5
24918,27906,dateless,4.5
24919,7905,resistant,4.5
24920,14874,couple up,4.5
24921,10867,moldiness,4.5
24922,7956,misdeed,4.5
24923,2892,grief,4.5
24924,1928,wide,4.5
24925,14744,antiimmigrant,4.5
24926,8599,softheaded,4.5
24927,22144,portly,4.5
24928,15491,blazing,4.5
24929,13389,algeria,4.5
24930,14235,camp,4.5
24931,14602,transubstantiate,4.5
24932,11039,intensively,4.5
24933,24442,peckish,4.5
24934,16895,emboss,4.5
24935,2831,depressions,4.5
24936,3423,sold,4.5
24937,27329,spue,4.5
24938,24574,barque,4.5
24939,21131,obscurity,4.5
24940,21313,vault,4.5
24941,25251,republic of cameroon,4.5
24942,16710,uncontaminating,4.5
24943,21816,kinship group,4.5
24944,20678,senegal,4.5
24945,23659,drudgery,4.5
24946,28211,vesica,4.5
24947,13018,garden truck,4.5
24948,17789,ignited,4.5
24949,23022,muzzy,4.5
24950,9134,cautionary,4.5
24951,3375,tableland,4.5
24952,2905,swaging,4.5
24953,16781,metric grain,4.5
24954,9458,salts,4.5
24955,8598,pitch,4.5
24956,7953,wicked,4.5
24957,20189,gnaw at,4.5
24958,24098,pulsate,4.5
24959,26074,emphasise,4.5
24960,5519,informative,4.5
24961,9599,semiconductor,4.5
24962,14826,objective lens,4.5
24963,26563,sweeter,4.5
24964,21169,obstinately,4.5
24965,17878,tomfool,4.5
24966,19145,dope,4.5
24967,18556,textile,4.5
24968,23019,foggy,4.5
24969,20819,disciplinal,4.5
24970,9019,humiliate,4.5
24971,8804,bet,4.5
24972,26627,noses,4.5
24973,27907,presumably,4.5
24974,587,healthy,4.5
24975,2199,ignorance,4.5
24976,766,opened,4.5
24977,2581,careless,4.5
24978,23745,thievery,4.5
24979,2692,nose,4.5
24980,14559,zeros,4.5
24981,24089,mushy,4.5
24982,2650,breathing,4.5
24983,3405,special,4.5
24984,21907,comedies,4.5
24985,3643,hardwood,4.5
24986,21918,willows,4.5
24987,8799,mutilates,4.5
24988,20961,gastric,4.5
24989,24176,terrasse,4.5
24990,26618,domestic ass,4.5
24991,18970,aphids,4.5
24992,19155,mary jane,4.5
24993,25634,treadle,4.5
24994,27167,wintry,4.5
24995,2890,victory,4.5
24996,20449,stigmata,4.5
24997,16898,bonny,4.5
24998,22101,irremediable,4.5
24999,21388,touches,4.5
25000,14748,climb,4.5
25001,18328,rye whiskey,4.5
25002,13918,obscenities,4.5
25003,14684,scallywag,4.5
25004,24097,pulsation,4.5
25005,15979,vauntingly,4.5
25006,7617,agency,4.5
25007,17877,saphead,4.5
25008,22983,overhand,4.5
25009,15943,riant,4.5
25010,27144,tatty,4.5
25011,894,niger,4.5
25012,18955,squirm,4.5
25013,12696,undisclosed,4.5
25014,13304,put on the line,4.5
25015,17882,coldtemperate,4.5
25016,2827,trained,4.5
25017,15511,golem,4.5
25018,14891,duad,4.5
25019,27324,pike,4.5
25020,21425,ordinance,4.5
25021,6926,raped,4.5
25022,16903,evenhanded,4.5
25023,26034,fade,4.5
25024,13020,green goods,4.5
25025,21857,onward motion,4.5
25026,17802,badge,4.5
25027,3623,reddened,4.5
25028,27984,hausa,4.5
25029,21815,kindred,4.5
25030,4500,falsely,4.5
25031,23689,beamish,4.5
25032,9444,origin,4.5
25033,3312,icy,4.5
25034,10135,malleable,4.5
25035,18192,waterproof,4.5
25036,3341,stress,4.5
25037,14683,reconstruction,4.5
25038,11801,kernels,4.5
25039,1366,plane,4.5
25040,7735,bonds,4.5
25041,22129,twinned,4.5
25042,24487,perforations,4.5
25043,10260,slimy,4.5
25044,14741,skinheads,4.5
25045,22103,tragedy,4.5
25046,21351,downwardly,4.5
25047,24086,mushiness,4.5
25048,15944,mirth,4.5
25049,1913,holy,4.5
25050,14704,expels,4.5
25051,21610,blaze out,4.5
25052,9665,condtion,4.5
25053,14682,southerner,4.5
25054,16899,comely,4.5
25055,27683,reginald marsh,4.5
25056,13302,take chances,4.5
25057,8319,weaving,4.5
25058,21165,cussedly,4.5
25059,14814,unravel,4.5
25060,21834,inunct,4.5
25061,2897,forging,4.5
25062,17788,alienation,4.5
25063,5521,enlightening,4.5
25064,26504,kempt,4.5
25065,12261,lay out,4.5
25066,14890,distich,4.5
25067,18823,regurgitating,4.5
25068,16784,caryopsis,4.5
25069,12267,grassland,4.5
25070,23722,geartrain,4.5
25071,4969,softer,4.5
25072,405,obvious,4.5
25073,6093,accessibility,4.5
25074,2904,favored,4.5
25075,16788,food grain,4.5
25076,26558,draught,4.5
25077,24377,splattered,4.5
25078,2683,stifled,4.5
25079,15473,trading,4.5
25080,3038,foot,4.5
25081,24376,dabbled,4.5
25082,25644,patter,4.5
25083,15477,extracting,4.5
25084,26078,suspense,4.5
25085,19675,nonstarter,4.5
25086,20159,slime,4.5
25087,11369,doubledyed,4.5
25088,3428,prorogue,4.5
25089,22042,shirk,4.5
25090,22059,undifferentiated,4.5
25091,26709,leechlike,4.5
25092,15471,peaches,4.5
25093,18189,superbia,4.5
25094,26503,tidy up,4.5
25095,5104,venue,4.5
25096,20509,convening,4.5
25097,22760,wrinkly,4.5
25098,22967,twain,4.5
25099,28033,whooshing,4.5
25100,15094,applauds,4.5
25101,3248,ladies,4.5
25102,8608,endless,4.5
25103,2041,web,4.5
25104,22124,twin,4.5
25105,11853,toy,4.5
25106,16902,evenhandedly,4.5
25107,20003,secluded,4.5
25108,27763,chum up,4.5
25109,5520,thoughtprovoking,4.5
25110,27986,automobile trunk,4.5
25111,6786,clothing,4.5
25112,14690,muck around,4.5
25113,13314,trunk,4.5
25114,23536,versify,4.5
25115,7989,condensed,4.5
25116,27296,house servant,4.5
25117,7710,abundant,4.5
25118,14677,rapscallion,4.5
25119,14825,object lens,4.5
25120,17881,cod,4.5
25121,22038,experimenting,4.5
25122,16037,greedily,4.5
25123,7896,adverse,4.5
25124,2662,experiencing,4.5
25125,3086,mold,4.5
25126,2834,sturdy,4.5
25127,27328,spew,4.5
25128,2277,spirit,4.5
25129,5113,reception,4.5
25130,2903,bar,4.5
25131,22230,shotgun,4.5
25132,2850,humiliated,4.5
25133,13174,lifelike,4.5
25134,13777,iniquity,4.5
25135,56,up,4.5
25136,3390,displayed,4.5
25137,18587,welloff,4.5
25138,554,wind,4.5
25139,27934,vehement,4.5
25140,2652,adequately,4.5
25141,13315,pinnate,4.5
25142,9183,achiever,4.5
25143,18559,knitting,4.5
25144,19859,cleverness,4.5
25145,18814,displume,4.5
25146,12274,go down,4.5
25147,23690,twinkly,4.5
25148,27843,disorientation,4.5
25149,20179,hotter,4.5
25150,5524,inspiring,4.5
25151,13913,estimated,4.5
25152,20187,eat at,4.5
25153,8780,poems,4.5
25154,16889,pigments,4.5
25155,7899,unwilling,4.5
25156,18568,blend,4.5
25157,14222,traverse,4.5
25158,3622,suffused,4.5
25159,2440,wheat,4.5
25160,4472,criticising,4.5
25161,3003,overboard,4.5
25162,20419,moo,4.5
25163,12046,negotiated,4.5
25164,580,called,4.5
25165,18682,refrigerator,4.5
25166,5475,exhaustion,4.5
25167,7915,motor,4.5
25168,23660,plod,4.5
25169,24212,oncorhynchus keta,4.5
25170,25636,shooting iron,4.5
25171,2637,wring,4.5
25172,8999,wither,4.5
25173,21609,variety show,4.5
25174,18833,knavish,4.5
25175,13508,bells,4.5
25176,1831,black,4.5
25177,3570,demand,4.5
25178,23024,misty,4.5
25179,22065,sliced,4.5
25180,27330,expectoration,4.5
25181,7044,heads,4.5
25182,25508,male person,4.5
25183,18539,beau monde,4.5
25184,25366,lappets,4.5
25185,2849,humbled,4.5
25186,28038,razzing,4.5
25187,22104,excites,4.5
25188,17040,onwards,4.5
25189,12684,snap,4.5
25190,14804,runnel,4.5
25191,3410,lodge,4.5
25192,7897,interests,4.5
25193,2718,validity,4.5
25194,4502,suggesting,4.5
25195,11841,act as,4.5
25196,24395,mate,4.5
25197,9135,imminent,4.5
25198,14811,arises,4.5
25199,22985,stitches,4.5
25200,18964,insect,4.5
25201,21813,clan,4.5
25202,28035,rounder,4.5
25203,132,world,4.5
25204,20049,purses,4.5
25205,24548,stagnate,4.5
25206,15389,leatherlike,4.5
25207,8597,screwball,4.5
25208,7105,drama,4.5
25209,14764,spit,4.5
25210,27325,doubleedged,4.5
25211,22908,karat,4.5
25212,22229,gunstock,4.5
25213,14823,object glass,4.5
25214,12586,keyboards,4.5
25215,18825,procreate,4.5
25216,11514,requisite,4.5
25217,3011,male,4.5
25218,3013,mingling,4.5
25219,16223,mien,4.5
25220,9054,passenger,4.5
25221,23629,smoother,4.5
25222,16022,ductile,4.5
25223,24486,toothed wheel,4.5
25224,14766,sputtering,4.5
25225,20675,togo,4.5
25226,19926,gospel singing,4.5
25227,3681,instrument,4.5
25228,9145,corrective,4.5
25229,14888,couplet,4.5
25230,22990,spotty,4.5
25231,3000,spots,4.5
25232,24484,line roulette,4.5
25233,20628,calamity,4.5
25234,26642,inspissation,4.5
25235,22835,knuckle down,4.5
25236,9024,colliding,4.5
25237,20199,slivers,4.5
25238,18590,welltodo,4.5
25239,19934,gospel truth,4.5
25240,7310,smooth,4.5
25241,26092,schematic drawing,4.5
25242,7955,immoral,4.5
25243,13173,naturalise,4.5
25244,16024,polished,4.5
25245,7756,draw back,4.5
25246,23021,fuzzy,4.5
25247,19002,fifty dollar bill,4.5
25248,21168,obdurately,4.5
25249,7909,wayward,4.5
25250,3606,revenue,4.5
25251,24445,scratchy,4.5
25252,18300,enemys,4.5
25253,2891,turned,4.5
25254,19149,gage,4.5
25255,19074,anteriority,4.5
25256,13181,pull in,4.5
25257,12594,returning,4.5
25258,6203,regulations,4.5
25259,10902,soap,4.5
25260,3758,testament,4.5
25261,11991,fees,4.5
25262,3301,turbine,4.5
25263,2700,utter,4.5
25264,13645,texture,4.5
25265,18280,orchids,4.5
25266,23724,cogwheel,4.5
25267,27322,partizan,4.5
25268,3420,hold over,4.5
25269,2846,wrinkled,4.5
25270,18956,struggling,4.5
25271,14807,isolation,4.5
25272,1072,completely,4.5
25273,9143,reproof,4.5
25274,2898,swage,4.5
25275,23569,landmasses,4.5
25276,13074,uniformity,4.5
25277,6907,zoology,4.5
25278,8786,operated,4.5
25279,14238,glancing,4.5
25280,24046,mythologic,4.5
25281,19864,duck,4.5
25282,9879,novels,4.5
25283,2858,situations,4.5
25284,7748,call back,4.5
25285,12276,disappear,4.5
25286,21912,peaked,4.5
25287,17811,urinary,4.5
25288,18968,parasitic,4.5
25289,7900,guidance,4.5
25290,20601,ply,4.5
25291,2832,uneven,4.5
25292,7910,reverse,4.5
25293,24672,alsoran,4.5
25294,19672,loser,4.5
25295,18558,fabrics,4.5
25296,20178,heat up,4.5
25297,18681,coolant,4.5
25298,27703,seasons,4.5
25299,8900,bony,4.5
25300,15384,recommendation,4.5
25301,20195,abrasion,4.5
25302,9728,varieties,4.5
25303,13042,selfinterest,4.5
25304,14881,socket,4.5
25305,22130,matched,4.5
25306,24475,earths surface,4.5
25307,2766,surface,4.5
25308,19509,jawless,4.5
25309,16886,pestle,4.5
25310,14084,hideout,4.5
25311,24091,soupiness,4.5
25312,22233,caudex,4.5
25313,160,over,4.5
25314,2669,obstructed,4.5
25315,15479,scar,4.5
25316,1884,proud,4.6
25317,2346,bites,4.6
25318,2345,mosquito,4.6
25319,2348,shining,4.6
25320,2615,smoke,4.6
25321,2371,postage,4.6
25322,2372,stamps,4.6
25323,719,eleven,4.6
25324,292,risks,4.6
25325,2303,amount,4.6
25326,675,conversation,4.6
25327,2300,chris,4.6
25328,2299,repeatedly,4.6
25329,804,arguing,4.6
25330,513,priorities,4.6
25331,893,malnutrition,4.6
25332,1016,designed,4.6
25333,1017,transform,4.6
25334,1019,reproduce,4.6
25335,229,lovely,4.6
25336,231,earn,4.6
25337,764,den,4.6
25338,765,crazies,4.6
25339,2301,owed,4.6
25340,2298,brian,4.6
25341,492,unbearable,4.6
25342,1056,threeheaded,4.6
25343,2425,withdraw,4.6
25344,791,wanting,4.6
25345,2546,advise,4.6
25346,2499,acknowledge,4.6
25347,2429,stayed,4.6
25348,2521,handwriting,4.6
25349,2495,washed,4.6
25350,2503,misbehavior,4.6
25351,1057,monkey,4.6
25352,645,washing,4.6
25353,644,pull,4.6
25354,20224,nocturnal,4.6
25355,18567,provoked,4.6
25356,18329,malt,4.6
25357,1473,john,4.6
25358,20191,eat away,4.6
25359,10060,lips,4.6
25360,2826,tamed,4.6
25361,16011,cow,4.6
25362,18909,manifestation,4.6
25363,17883,poached,4.6
25364,28032,hiss,4.6
25365,14895,ballerina,4.6
25366,10237,out of work,4.6
25367,2838,stamina,4.6
25368,22215,impromptu,4.6
25369,14808,compete,4.6
25370,17887,put one across,4.6
25371,2899,disturbance,4.6
25372,12045,sadat,4.6
25373,3376,tabular array,4.6
25374,23090,snorkel,4.6
25375,18830,dodgy,4.6
25376,13021,green groceries,4.6
25377,7734,backward,4.6
25378,12044,menachem begin,4.6
25379,18154,joyride,4.6
25380,20302,colligate,4.6
25381,2475,goal,4.6
25382,3730,biting,4.6
25383,17659,metacarpophalangeal joint,4.6
25384,9034,folded,4.6
25385,23023,brumous,4.6
25386,18831,foxy,4.6
25387,20002,pleasance,4.6
25388,8807,steering,4.6
25389,23721,wheelwork,4.6
25390,14815,disentangle,4.6
25391,18158,pecker,4.6
25392,22060,differentiated,4.6
25393,26200,milkshake,4.6
25394,7038,cries,4.6
25395,8590,equilibrium,4.6
25396,2825,broken in,4.6
25397,17872,muggins,4.6
25398,14217,hop,4.6
25399,11885,budge,4.6
25400,20622,bitten,4.6
25401,19782,devour,4.6
25402,13316,commemorating,4.6
25403,20720,sitter,4.6
25404,537,must,4.6
25405,16007,resale,4.6
25406,10694,make for,4.6
25407,556,music,4.6
25408,15446,come to,4.6
25409,15603,smoker,4.6
25410,3255,methedrine,4.6
25411,9006,projected,4.6
25412,22759,ironed,4.6
25413,28036,brambles,4.6
25414,19920,evangel,4.6
25415,14223,brewing,4.6
25416,22694,swivel,4.6
25417,18563,elf,4.6
25418,9144,reproach,4.6
25419,18330,rye whisky,4.6
25420,8798,spokes,4.6
25421,14218,jumping,4.6
25422,8603,eternally,4.6
25423,15208,retainer,4.6
25424,2867,intelligently,4.6
25425,15392,fictional character,4.6
25426,25633,foot pedal,4.6
25427,28222,irresolution,4.6
25428,24076,slovenliness,4.6
25429,9142,warn,4.6
25430,26643,thickener,4.6
25431,15248,neat,4.6
25432,9023,collide,4.6
25433,14511,stick,4.6
25434,8817,domestic,4.6
25435,10697,familiar,4.6
25436,3004,crony,4.6
25437,27983,nigeria,4.6
25438,16018,diamagnetic,4.6
25439,22994,contaminate,4.6
25440,22523,recessed,4.6
25441,28104,kink up,4.6
25442,15207,thoughtfulness,4.6
25443,2657,suppressed,4.6
25444,26380,strontium,4.6
25445,15607,back talk,4.6
25446,7904,stubbornly,4.6
25447,11141,aliveness,4.6
25448,12345,sophisticated,4.6
25449,16900,sightly,4.6
25450,11318,concepts,4.6
25451,17738,abut,4.6
25452,20956,indignation,4.6
25453,18585,wellfixed,4.6
25454,9002,boom,4.6
25455,26501,presentable,4.6
25456,23018,blurry,4.6
25457,17739,butt against,4.6
25458,16785,seedlike,4.6
25459,14761,spitting,4.6
25460,24047,mythological,4.6
25461,23195,domicile,4.6
25462,21901,cuckoo,4.6
25463,27286,idolize,4.6
25464,11889,assertively,4.6
25465,2717,expire,4.6
25466,16028,hazy,4.6
25467,12592,tax return,4.6
25468,23419,bluebelly,4.6
25469,8,the,4.6
25470,14759,puck,4.6
25471,25632,foot lever,4.6
25472,10245,authorization,4.6
25473,27822,garble,4.6
25474,26,it,4.6
25475,8163,flatbottomed,4.6
25476,9637,reliance,4.6
25477,16541,scorned,4.6
25478,333,where,4.6
25479,20672,burundi,4.6
25480,15492,noisy,4.6
25481,15445,partake,4.6
25482,9039,furnish,4.6
25483,20673,gabon,4.6
25484,21814,kin group,4.6
25485,16778,granulate,4.6
25486,18126,tubers,4.6
25487,23169,professing,4.6
25488,22880,overtop,4.6
25489,20303,tie in,4.6
25490,20525,supplication,4.6
25491,19933,religious doctrine,4.6
25492,17521,eternal city,4.6
25493,16013,investor,4.6
25494,21985,implore,4.6
25495,14687,unplanned,4.6
25496,20955,pique,4.6
25497,12498,hummer,4.6
25498,7426,beings,4.6
25499,24259,massachuset,4.6
25500,17615,riser pipe,4.6
25501,7750,recollection,4.6
25502,23718,gear mechanism,4.6
25503,10249,slothful,4.6
25504,17792,enthusiast,4.6
25505,11926,astrology,4.6
25506,15249,odds,4.6
25507,15489,blaze,4.6
25508,12037,lead off,4.6
25509,7530,imitation,4.6
25510,25598,lowkey,4.6
25511,25599,lowkeyed,4.6
25512,2844,subdued,4.6
25513,3370,arizona,4.6
25514,8165,traditionally,4.6
25515,23106,excogitation,4.6
25516,13443,slavery,4.6
25517,25147,third power,4.6
25518,25365,unmyelinated,4.6
25519,18972,juices,4.6
25520,722,orange,4.6
25521,22214,ad libitum,4.6
25522,3632,averaging,4.6
25523,3016,address,4.6
25524,3314,frozen,4.6
25525,18969,bloodsucking,4.6
25526,2630,buy the farm,4.6
25527,22211,irreverently,4.6
25528,14884,stiffen,4.6
25529,13445,abolition,4.6
25530,15605,cigarette,4.6
25531,14232,phrases,4.6
25532,17061,reconciling,4.6
25533,7736,dispose,4.6
25534,2713,lead,4.6
25535,2679,stultified,4.6
25536,16890,mortar,4.6
